controlled_pilot_id,species_group,review_domain,execution_readiness_reference,source_collection_protocol_reference,source_registry_reference,evidence_table_reference,pilot_scope,pilot_batch_status,collector_assignment_status,second_reviewer_status,source_access_status,copyright_access_status,workspace_status,allowed_capture,prohibited_capture,dose_output_enabled,route_or_frequency_capture_enabled,stores_usable_medication_instruction,pilot_execution_allowed_now,go_no_go
pilot-hamster-antimicrobial-source-review,hamster,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hamster-antiparasitic-source-review,hamster,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hamster-fluid-and-supportive-care-source-review,hamster,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hamster-sedation-anesthesia-risk-source-review,hamster,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hamster-emergency-stabilization-source-review,hamster,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-chinchilla-analgesia-and-pain-control-source-review,chinchilla,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-chinchilla-antimicrobial-source-review,chinchilla,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-chinchilla-antiparasitic-source-review,chinchilla,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-chinchilla-fluid-and-supportive-care-source-review,chinchilla,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-chinchilla-sedation-anesthesia-risk-source-review,chinchilla,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-chinchilla-emergency-stabilization-source-review,chinchilla,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-rat-mouse-analgesia-and-pain-control-source-review,rat_mouse,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-rat-mouse-antimicrobial-source-review,rat_mouse,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-rat-mouse-antiparasitic-source-review,rat_mouse,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-rat-mouse-fluid-and-supportive-care-source-review,rat_mouse,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-rat-mouse-sedation-anesthesia-risk-source-review,rat_mouse,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-rat-mouse-emergency-stabilization-source-review,rat_mouse,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hedgehog-analgesia-and-pain-control-source-review,hedgehog,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hedgehog-antimicrobial-source-review,hedgehog,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hedgehog-antiparasitic-source-review,hedgehog,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hedgehog-fluid-and-supportive-care-source-review,hedgehog,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hedgehog-sedation-anesthesia-risk-source-review,hedgehog,sedation_anesthesia_risk_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-hedgehog-emergency-stabilization-source-review,hedgehog,emergency_stabilization_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-sugar-glider-analgesia-and-pain-control-source-review,sugar_glider,analgesia_and_pain_control_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-sugar-glider-antimicrobial-source-review,sugar_glider,antimicrobial_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-sugar-glider-antiparasitic-source-review,sugar_glider,antiparasitic_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
pilot-sugar-glider-fluid-and-supportive-care-source-review,sugar_glider,fluid_and_supportive_care_source_review,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_EXECUTION_READINESS_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_COLLECTION_PROTOCOL_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_SOURCE_REGISTRY_V1,EXOTICS_DRUG_DOSE_SOURCE_REVIEW_EVIDENCE_TABLES_V1,manual_metadata_only_source_collection_shell,planned_not_started,required_before_start,required_before_start,required_before_start,required_before_start,metadata_only_workspace_required_before_start,source_metadata_species_applicability_indication_category_contraindication_theme_monitoring_theme_conflict_note,numeric_dose_value_dose_unit_route_text_frequency_text_duration_text_prescription_direction_treatment_protocol_client_instruction_copied_table_text_copyrighted_full_text,false,false,false,false,NO_GO_FOR_REAL_COLLECTION_UNTIL_REVIEWERS_ACCESS_WORKSPACE_AND_COPYRIGHT_ARE_APPROVED
